age,gender,income_inr,city,employment_type,work_hours_per_day,commute_minutes,dinners_cooked_per_week,enjoy_cooking,cooking_skill_rating,cooking_challenges,dinner_time_hour,primary_cook,favorite_cuisines,meal_type_pref,non_veg_freq_per_week,dietary_goals,allergies,healthy_importance_rating,track_macros,orders_outside_per_week,spend_outside_per_meal_inr,willing_to_pay_mealkit_inr,payment_mode,priority_taste,priority_price,priority_nutrition,priority_ease_of_cooking,priority_time_to_prepare,priority_health,priority_time_savings,priority_convenience,priority_variety,priority_affordability,subscribe_try,delivery_pref,meals_per_week_subscription,desired_features,continue_service,refer_service,incentive_pref,healthy_brand_association,additional_needs
37,Male,92733,Bangalore,Full-time,6,5,1,Yes,3,"Too tired,Waste of ingredients,No ideas,Not cost-effective,Cleaning up,Don't enjoy it,No skills",20.0,Self,"North Indian,Chinese,Vegan,Keto/High-protein,Healthy Superfoods,Fusion,South Indian",Eggetarian,5,"High-protein,Low-carb,Gut health,Diabetes-friendly","Nuts,None",5,Occasionally,5,276,150,UPI,5,2,1,3,4,5,1,3,4,2,Unlikely,On-demand,2,"Cancel-anytime,Family plans,Nutrition labels,App-based tracking,Fast delivery,Recipe variety",No,Definitely,Discounts,FreshMenu,More vegan options
29,Male,98962,Other,Part-time,6,10,4,Only on weekends,1,"No ideas,Don't enjoy it,Cleaning up,No time,Portioning issues,Not cost-effective,Grocery hassle,Waste of ingredients",19.6,Parent,"South Indian,Vegan,Mexican,Italian,Thai,Chinese,Keto/High-protein,Continental",Vegetarian,3,"Diabetes-friendly,High-protein,Balanced meals,Muscle gain,Immune boost","Lactose,Eggs,None",4,Regularly,7,1500,200,UPI,1,2,4,3,5,3,2,5,4,1,Definitely,On-demand,3,"Nutrition labels,Family plans,Easy cooking,App-based tracking,Cancel-anytime",Definitely,Definitely,Discounts,FreshMenu,More vegan options
31,Prefer not to say,52198,Hyderabad,Consultant,7,5,3,No,2,"Waste of ingredients,No skills,Not cost-effective,Grocery hassle,Cleaning up,Portioning issues,No time,No ideas",19.5,Partner,"Asian,Keto/High-protein,Fusion,Vegan",Vegan,1,"Muscle gain,Diabetes-friendly,Balanced meals,Low-calorie,Gut health,Sustainable eating,Immune boost,High-protein","Gluten,Nuts",3,Never,6,325,200,Cash,5,4,2,1,3,4,3,1,5,2,Unlikely,Daily,5,"Customizable,Fast delivery,Recipe variety,App-based tracking",Maybe,Maybe,Discounts,Subway,Calorie tracker
35,Female,157069,Delhi NCR,Consultant,7,28,3,Yes,1,"Cleaning up,Not cost-effective,Portioning issues,Too tired,No skills",19.9,Parent,"Thai,South Indian,Asian,Italian",Eggetarian,2,"Muscle gain,Sustainable eating,Immune boost,High-protein,Low-carb,Diabetes-friendly","Gluten,Nuts",4,Never,7,421,150,UPI,3,1,4,5,2,5,4,1,2,3,Maybe,On-demand,3,"Loyalty points,Family plans,Cancel-anytime,Customizable,Recipe variety",Definitely,Maybe,Discounts,FreshMenu,Reusable packaging
30,Non-binary,79005,Hyderabad,Homemaker,9,5,0,Yes,3,"No ideas,Waste of ingredients,Don't enjoy it,Portioning issues,Too tired",21.2,Partner,"North Indian,Mexican,Healthy Superfoods,Chinese,Continental,Asian",Non-Vegetarian,5,"Weight loss,Gluten-free,Quick meal-prep,Diabetes-friendly,Immune boost,Low-carb","Gluten,None,Soy",1,Occasionally,7,327,350,UPI,2,3,5,4,1,2,5,1,4,3,Maybe,3x/week,2,"Loyalty points,App-based tracking,Nutrition labels,Fast delivery",Maybe,Definitely,Not important,None,None
34,Female,70795,Mumbai,Student,8,77,5,No,4,"Portioning issues,No time,Grocery hassle,Waste of ingredients,No ideas,Not cost-effective,Cleaning up",20.7,Partner,"Thai,Chinese,Italian,Mexican,Keto/High-protein,Fusion,Healthy Superfoods,North Indian",Mixed,4,"Gluten-free,Quick meal-prep,Sustainable eating,Weight loss","Nuts,None,Lactose",2,Occasionally,3,268,150,Debit Card,2,5,3,4,1,4,3,2,1,5,Maybe,3x/week,7,"Recipe variety,No cleanup,App-based tracking,Cancel-anytime,Loyalty points,Family plans",Definitely,Maybe,Discounts,Subway,None
22,Male,468952,Bangalore,Homemaker,9,5,3,Only on weekends,5,"Cleaning up,Too tired,Grocery hassle,No time,Not cost-effective,Waste of ingredients,Don't enjoy it,Portioning issues",21.8,Parent,"Thai,Chinese,Asian,North Indian,Mexican,Fusion",Mixed,2,"Immune boost,Low-calorie,Muscle gain,Quick meal-prep,Sustainable eating,Low-carb","Nuts,Eggs,None",3,Never,5,270,150,Wallets,5,1,2,3,4,3,5,4,2,1,Definitely,Weekly batch,5,"Nutrition labels,Recipe variety,Easy cooking,No cleanup",Maybe,Maybe,Discounts,FreshMenu,None
25,Male,98968,Bangalore,Student,8,10,7,Yes,4,"No skills,No time,Grocery hassle,Portioning issues,Not cost-effective,Cleaning up,No ideas,Don't enjoy it",20.0,Hired help,"Fusion,Italian,Asian,Healthy Superfoods,Keto/High-protein,Chinese,Continental",Non-Vegetarian,5,"Gut health,Low-carb,Weight loss,Gluten-free,Immune boost",Nuts,1,Never,3,1500,200,Wallets,2,3,4,5,1,4,2,1,3,5,Maybe,On-demand,7,"Fast delivery,Loyalty points,No cleanup,Cancel-anytime",Definitely,Definitely,Discounts,FreshMenu,Reusable packaging
35,Prefer not to say,68045,Pune,Consultant,7,15,3,Yes,3,"No skills,Not cost-effective,No time,Too tired,Portioning issues,No ideas,Waste of ingredients,Grocery hassle",19.6,Alternates,"Continental,North Indian,Asian,Thai,Healthy Superfoods",Vegetarian,1,"Quick meal-prep,Sustainable eating,Weight loss,Diabetes-friendly","Soy,Gluten",2,Occasionally,0,370,300,Credit Card,2,4,1,5,3,3,4,1,2,5,Unlikely,Daily,2,"Nutrition labels,App-based tracking,Fast delivery,Loyalty points",Definitely,Maybe,Discounts,EatFit,None
35,Male,96065,Bangalore,Freelancer,10,61,4,No,2,"Don't enjoy it,Portioning issues,Waste of ingredients,No ideas,Grocery hassle,No time",20.9,Partner,"Thai,Vegan,Italian,Healthy Superfoods,North Indian,Asian,Chinese,South Indian",Mixed,3,"Immune boost,Balanced meals,Sustainable eating,Muscle gain","Gluten,Eggs",3,Regularly,0,301,400,Wallets,3,2,5,4,1,3,1,5,4,2,Unlikely,Daily,7,"App-based tracking,Customizable,Recipe variety,Easy cooking,Nutrition labels",No,Definitely,Not important,Subway,Calorie tracker
26,Non-binary,62618,Chennai,Part-time,6,42,1,Yes,1,"No ideas,Too tired,Don't enjoy it,Portioning issues,No skills,Grocery hassle,Cleaning up,Not cost-effective",22.5,Hired help,"North Indian,Keto/High-protein,Mexican,Vegan,Italian,Fusion,Thai",Vegetarian,5,"Immune boost,Sustainable eating,Gluten-free,Weight loss,Low-calorie,Muscle gain,Balanced meals","Lactose,Nuts,None",4,Occasionally,1,278,200,Wallets,2,5,3,4,1,5,4,3,1,2,Maybe,Daily,6,"Loyalty points,Recipe variety,Nutrition labels,Family plans,Fast delivery,App-based tracking,Easy cooking",Maybe,Maybe,Discounts,Epigamia,Reusable packaging
29,Female,69012,Mumbai,Consultant,9,7,2,Yes,4,"Not cost-effective,Grocery hassle,Cleaning up,Too tired,No skills",21.5,Self,"Thai,North Indian,Mexican,Fusion,Healthy Superfoods,Italian,South Indian,Chinese",Vegetarian,1,"High-protein,Sustainable eating,Low-calorie,Immune boost,Low-carb,Diabetes-friendly,Gluten-free","Gluten,Soy,Lactose",1,Never,7,186,350,UPI,2,5,4,1,3,1,4,5,3,2,Unlikely,On-demand,3,"Loyalty points,Nutrition labels,App-based tracking,Recipe variety,Easy cooking,Family plans",Definitely,Maybe,Free meals,FreshMenu,None
32,Prefer not to say,76601,Pune,Full-time,10,12,2,Only on weekends,5,"No time,Don't enjoy it,Waste of ingredients,No skills,Not cost-effective,Cleaning up,Grocery hassle",19.9,Hired help,"North Indian,Fusion,Keto/High-protein,South Indian,Mexican,Continental,Healthy Superfoods,Italian",Vegan,1,"Gut health,Balanced meals,Sustainable eating,Immune boost,High-protein","Lactose,Eggs,Gluten",5,Never,3,50,400,UPI,1,2,3,5,4,2,3,5,4,1,Definitely,Daily,3,"Cancel-anytime,Nutrition labels,App-based tracking,Easy cooking,Recipe variety,Loyalty points,Family plans",Maybe,Maybe,Discounts,None,None
29,Female,80305,Delhi NCR,Full-time,8,5,1,Yes,1,"Don't enjoy it,Grocery hassle,No time,Cleaning up,Too tired,No skills,Not cost-effective,No ideas",21.4,Alternates,"Continental,Thai,Italian,Vegan,Healthy Superfoods",Eggetarian,3,"Low-calorie,Weight loss,Sustainable eating,Muscle gain,Gluten-free,Immune boost","None,Lactose",5,Never,1,160,350,Credit Card,1,2,4,5,3,2,3,4,5,1,Unlikely,Daily,2,"Recipe variety,Easy cooking,App-based tracking,Customizable,Nutrition labels",Definitely,Definitely,Not important,EatFit,More vegan options
27,Non-binary,64132,Bangalore,Full-time,8,55,3,No,3,"No skills,No ideas,Too tired,Don't enjoy it,No time",20.7,Parent,"Keto/High-protein,North Indian,South Indian,Thai,Vegan,Fusion",Eggetarian,3,"Sustainable eating,Immune boost,High-protein,Diabetes-friendly",Gluten,1,Regularly,5,388,400,UPI,2,3,5,4,1,4,2,1,5,3,Maybe,Daily,7,"Fast delivery,Nutrition labels,Loyalty points,App-based tracking,No cleanup,Easy cooking",Maybe,Definitely,Discounts,FreshMenu,More vegan options
24,Male,76045,Bangalore,Student,8,29,1,No,1,"No time,Portioning issues,Grocery hassle,Not cost-effective,No skills,Too tired,Cleaning up,Waste of ingredients",20.8,Alternates,"Healthy Superfoods,South Indian,Chinese,Continental,North Indian,Thai,Asian",Non-Vegetarian,3,"Quick meal-prep,Diabetes-friendly,Low-carb,Weight loss,Balanced meals,Immune boost","Nuts,Soy,Eggs",2,Regularly,6,304,300,UPI,5,3,2,4,1,2,5,3,1,4,Definitely,Daily,6,"Customizable,Cancel-anytime,Fast delivery,Easy cooking,App-based tracking,No cleanup,Recipe variety,Family plans",Maybe,Maybe,Free meals,Subway,Reusable packaging
38,Non-binary,73807,Mumbai,Full-time,9,64,3,Yes,4,"Too tired,Waste of ingredients,No skills,Cleaning up,Don't enjoy it",20.5,Self,"Thai,Vegan,South Indian,Chinese,Asian,Italian,Continental,Fusion",Eggetarian,3,"Low-calorie,Immune boost,High-protein,Balanced meals,Low-carb","Eggs,None",2,Occasionally,4,360,350,Debit Card,2,4,3,5,1,2,5,1,3,4,Definitely,3x/week,1,"Customizable,App-based tracking,Cancel-anytime,Easy cooking",Maybe,Definitely,Free meals,Epigamia,More vegan options
30,Non-binary,68027,Mumbai,Homemaker,9,19,3,Yes,5,"Don't enjoy it,Too tired,No ideas,Not cost-effective,Portioning issues,No time,Grocery hassle,Cleaning up",21.4,Hired help,"Vegan,Mexican,Fusion,Continental,Chinese",Vegan,2,"Low-carb,Weight loss,Sustainable eating,Quick meal-prep,Balanced meals,Gut health",Gluten,2,Never,4,151,200,UPI,3,1,2,4,5,4,5,3,1,2,Unlikely,3x/week,4,"Nutrition labels,Fast delivery,Customizable,Cancel-anytime,Loyalty points,App-based tracking,Family plans",Definitely,Maybe,Not important,Subway,More vegan options
27,Female,77039,Other,Freelancer,9,11,2,Yes,1,"Portioning issues,No time,Cleaning up,Don't enjoy it,No ideas,No skills",21.6,Alternates,"Continental,South Indian,Chinese,Healthy Superfoods,Fusion,Vegan,Mexican,Asian",Non-Vegetarian,3,"Sustainable eating,Gut health,High-protein,Weight loss,Diabetes-friendly,Gluten-free,Quick meal-prep,Balanced meals",Gluten,3,Occasionally,6,301,150,UPI,1,2,5,3,4,2,4,5,1,3,Maybe,Weekly batch,2,"App-based tracking,Loyalty points,Easy cooking,Family plans,No cleanup,Customizable,Nutrition labels,Fast delivery",No,Definitely,Not important,None,Reusable packaging
20,Male,129135,Mumbai,Student,7,15,4,No,1,"Portioning issues,Not cost-effective,Waste of ingredients,No time,No ideas,Too tired",20.6,Parent,"Vegan,Healthy Superfoods,North Indian,Thai,Keto/High-protein,South Indian,Continental",Vegetarian,7,"Muscle gain,Immune boost,Low-calorie,Gut health,High-protein,Quick meal-prep,Gluten-free",Gluten,2,Regularly,1,383,350,UPI,3,1,2,5,4,3,4,2,1,5,Maybe,Daily,7,"Nutrition labels,Customizable,Cancel-anytime,Fast delivery,Recipe variety,Easy cooking,App-based tracking",Definitely,No,Not important,Epigamia,More vegan options
35,Female,67217,Mumbai,Freelancer,6,19,5,Yes,5,"No time,Don't enjoy it,Waste of ingredients,No ideas,Portioning issues",20.3,Alternates,"North Indian,Thai,South Indian,Vegan,Healthy Superfoods,Keto/High-protein",Eggetarian,5,"Low-carb,Muscle gain,Sustainable eating,Weight loss,Immune boost,Quick meal-prep","Gluten,None,Lactose",5,Never,0,380,150,Cash,2,1,4,3,5,4,1,5,3,2,Maybe,3x/week,6,"No cleanup,App-based tracking,Fast delivery,Cancel-anytime,Easy cooking",Maybe,No,Free meals,None,More vegan options
29,Male,159195,Pune,Consultant,8,5,6,Only on weekends,5,"No time,Portioning issues,Grocery hassle,Waste of ingredients,Don't enjoy it,No skills,Too tired",20.2,Hired help,"Thai,Mexican,Asian,South Indian,Keto/High-protein,North Indian,Vegan,Chinese",Vegetarian,2,"Quick meal-prep,Gut health,Gluten-free,Sustainable eating,Diabetes-friendly","Soy,Nuts,Eggs",5,Regularly,7,296,400,Wallets,1,4,3,2,5,5,3,4,1,2,Unlikely,On-demand,3,"Fast delivery,Easy cooking,Loyalty points,No cleanup,App-based tracking,Cancel-anytime",Maybe,Definitely,Discounts,None,Calorie tracker
29,Male,93598,Mumbai,Freelancer,7,21,7,No,3,"Too tired,Don't enjoy it,No skills,Cleaning up",19.3,Parent,"Asian,South Indian,Chinese,Mexican,Thai,Fusion",Mixed,5,"Muscle gain,Gut health,Immune boost,Diabetes-friendly,Quick meal-prep,Balanced meals,Low-carb,Weight loss","None,Soy,Gluten",3,Regularly,3,364,200,Wallets,2,5,1,3,4,5,1,3,2,4,Maybe,On-demand,2,"Family plans,App-based tracking,Easy cooking,Recipe variety,Customizable,Loyalty points",Definitely,Definitely,Discounts,Subway,More vegan options
36,Non-binary,138801,Delhi NCR,Consultant,9,11,3,Yes,4,"Portioning issues,Don't enjoy it,Cleaning up,No skills",20.2,Parent,"Fusion,Continental,Thai,Chinese,Healthy Superfoods,Vegan",Vegan,2,"Sustainable eating,Diabetes-friendly,Gluten-free,High-protein",Nuts,2,Occasionally,6,218,350,Debit Card,5,4,1,3,2,2,4,5,3,1,Definitely,3x/week,7,"Nutrition labels,Loyalty points,App-based tracking,No cleanup,Fast delivery,Cancel-anytime,Recipe variety",Maybe,Definitely,Discounts,EatFit,None
43,Prefer not to say,118903,Pune,Student,8,8,6,Only on weekends,1,"Portioning issues,Cleaning up,Not cost-effective,No time,No ideas",20.7,Self,"Keto/High-protein,Continental,Italian,Mexican",Eggetarian,2,"Immune boost,Gluten-free,Sustainable eating,Quick meal-prep,Muscle gain,Gut health,High-protein,Low-calorie","Lactose,Gluten,Nuts",1,Occasionally,2,267,300,UPI,3,4,1,5,2,5,3,2,1,4,Maybe,Weekly batch,6,"Recipe variety,Loyalty points,Customizable,Nutrition labels,Cancel-anytime,No cleanup,Easy cooking,Fast delivery",Definitely,Maybe,Discounts,Epigamia,More vegan options
20,Female,51332,Mumbai,Part-time,8,150,3,Yes,5,"No skills,Portioning issues,Don't enjoy it,Not cost-effective,Waste of ingredients,Cleaning up",21.0,Partner,"Italian,Thai,Chinese,Fusion,South Indian,Healthy Superfoods",Vegetarian,5,"Muscle gain,Sustainable eating,Low-carb,Weight loss,High-protein","None,Soy",5,Regularly,2,280,250,Credit Card,2,1,3,4,5,4,2,3,1,5,Maybe,3x/week,7,"Loyalty points,Recipe variety,No cleanup,Easy cooking,Family plans,App-based tracking,Fast delivery",Maybe,No,Discounts,Epigamia,More vegan options
33,Female,46679,Chennai,Consultant,11,5,3,Only on weekends,4,"Portioning issues,Grocery hassle,Not cost-effective,No skills",21.2,Hired help,"Healthy Superfoods,Chinese,Vegan,Thai,Asian",Eggetarian,4,"Weight loss,Muscle gain,Gut health,Sustainable eating","Eggs,Lactose,Soy",3,Regularly,0,369,300,Debit Card,3,4,5,1,2,2,1,4,3,5,Maybe,Daily,2,"App-based tracking,Recipe variety,Loyalty points,Easy cooking",Definitely,Maybe,Free meals,FreshMenu,Reusable packaging
23,Male,177888,Hyderabad,Part-time,10,15,2,No,4,"Grocery hassle,No ideas,Portioning issues,Don't enjoy it,Cleaning up,No skills,No time",19.1,Self,"Asian,Healthy Superfoods,Mexican,Italian,Chinese",Non-Vegetarian,5,"Low-carb,Gut health,Balanced meals,High-protein,Weight loss,Diabetes-friendly,Sustainable eating","Nuts,None,Lactose",4,Occasionally,4,234,200,Debit Card,5,4,3,1,2,5,3,1,4,2,Maybe,Daily,1,"Fast delivery,App-based tracking,No cleanup,Loyalty points",Definitely,Definitely,Not important,Epigamia,Reusable packaging
24,Prefer not to say,95462,Bangalore,Homemaker,9,27,4,No,3,"Portioning issues,Cleaning up,Too tired,Not cost-effective,No skills,No ideas,Waste of ingredients",19.8,Self,"Fusion,Keto/High-protein,Vegan,North Indian,Chinese,Mexican",Eggetarian,6,"Gut health,Weight loss,Sustainable eating,Muscle gain,Low-carb,Gluten-free","Gluten,Nuts",5,Regularly,3,219,250,Cash,2,4,1,3,5,5,3,4,2,1,Maybe,Daily,7,"Cancel-anytime,Family plans,No cleanup,Recipe variety,Nutrition labels",Definitely,Maybe,Not important,None,Calorie tracker
42,Male,61849,Bangalore,Student,10,37,6,No,2,"Too tired,No ideas,No skills,Not cost-effective",19.2,Alternates,"North Indian,Fusion,Mexican,Italian",Non-Vegetarian,7,"Quick meal-prep,Balanced meals,Diabetes-friendly,Muscle gain,Low-calorie,Low-carb,Sustainable eating,Weight loss","Nuts,Eggs,Soy",5,Occasionally,4,381,200,UPI,2,4,3,1,5,1,2,3,4,5,Definitely,3x/week,6,"Easy cooking,Nutrition labels,Cancel-anytime,Recipe variety,Family plans",Definitely,Definitely,Not important,Subway,None
24,Prefer not to say,70908,Bangalore,Part-time,9,6,2,No,2,"Cleaning up,Not cost-effective,Grocery hassle,No time,No skills,Don't enjoy it,Too tired",19.9,Self,"Mexican,North Indian,Continental,Keto/High-protein,Italian,Chinese,Fusion",Mixed,0,"Gut health,Muscle gain,Gluten-free,Immune boost,Low-calorie,Diabetes-friendly","Gluten,Lactose,Eggs",2,Never,4,295,250,Credit Card,3,1,4,2,5,1,4,2,5,3,Unlikely,On-demand,1,"Recipe variety,Nutrition labels,Family plans,App-based tracking,Fast delivery,No cleanup,Customizable",Definitely,Definitely,Discounts,None,Reusable packaging
27,Female,101094,Chennai,Homemaker,9,28,0,Yes,3,"Don't enjoy it,No ideas,Too tired,Not cost-effective",19.4,Partner,"Italian,Asian,Continental,Chinese,Keto/High-protein,Mexican,South Indian,Healthy Superfoods",Mixed,6,"Muscle gain,Quick meal-prep,Gut health,Low-carb,High-protein,Immune boost",Lactose,5,Regularly,1,135,200,Debit Card,5,1,4,3,2,5,1,2,3,4,Unlikely,On-demand,1,"Recipe variety,Cancel-anytime,App-based tracking,Fast delivery,Loyalty points",Definitely,Definitely,Not important,Epigamia,Calorie tracker
34,Male,82346,Hyderabad,Consultant,9,6,4,Only on weekends,2,"Portioning issues,Too tired,No skills,Not cost-effective",19.8,Alternates,"South Indian,Thai,Healthy Superfoods,Vegan,North Indian,Fusion,Keto/High-protein",Mixed,5,"Gluten-free,Sustainable eating,Low-calorie,Muscle gain,Quick meal-prep,Low-carb","Gluten,Eggs,Lactose",2,Occasionally,4,482,250,UPI,5,1,3,2,4,3,5,4,2,1,Maybe,On-demand,5,"No cleanup,Nutrition labels,Family plans,Cancel-anytime,Loyalty points,Recipe variety",Definitely,Maybe,Free meals,None,Reusable packaging
27,Non-binary,54937,Other,Full-time,7,5,4,Only on weekends,5,"No skills,Not cost-effective,Cleaning up,Grocery hassle,Don't enjoy it,Waste of ingredients,No time",20.2,Self,"Mexican,Vegan,South Indian,Italian",Non-Vegetarian,7,"Gut health,Muscle gain,Sustainable eating,Weight loss,Diabetes-friendly,High-protein,Low-carb","None,Eggs,Nuts",3,Regularly,2,235,300,Wallets,2,3,4,1,5,4,2,1,3,5,Unlikely,Weekly batch,1,"Cancel-anytime,Loyalty points,Recipe variety,No cleanup,Fast delivery,Easy cooking,Customizable",Maybe,Maybe,Free meals,Subway,Reusable packaging
35,Non-binary,139530,Hyderabad,Student,9,22,3,No,1,"Grocery hassle,Not cost-effective,No ideas,Portioning issues,Don't enjoy it,No skills,Cleaning up",20.1,Self,"South Indian,Italian,Fusion,North Indian,Vegan",Non-Vegetarian,3,"Sustainable eating,Gluten-free,Weight loss,Low-calorie","Eggs,Lactose,Soy",5,Occasionally,6,1500,150,Debit Card,3,2,1,4,5,5,4,2,1,3,Definitely,Weekly batch,7,"Nutrition labels,Easy cooking,Cancel-anytime,Recipe variety,Family plans,Loyalty points,Customizable,App-based tracking",Definitely,Maybe,Free meals,Epigamia,Reusable packaging
24,Male,73860,Chennai,Part-time,9,5,4,Only on weekends,4,"Grocery hassle,Portioning issues,No ideas,No time,No skills,Cleaning up,Not cost-effective",19.6,Hired help,"Mexican,Vegan,Thai,North Indian",Non-Vegetarian,6,"Quick meal-prep,High-protein,Sustainable eating,Balanced meals,Gut health,Muscle gain",Lactose,3,Regularly,0,255,200,Cash,2,1,5,3,4,2,5,3,1,4,Maybe,Weekly batch,5,"Customizable,Nutrition labels,No cleanup,Recipe variety,Cancel-anytime,Loyalty points",Definitely,Maybe,Discounts,FreshMenu,None
29,Prefer not to say,26679,Chennai,Consultant,9,18,5,No,2,"No skills,Portioning issues,Not cost-effective,No ideas,Too tired,Don't enjoy it,Cleaning up,Waste of ingredients",19.2,Hired help,"South Indian,Thai,Continental,Keto/High-protein,Asian,Italian",Mixed,4,"Gluten-free,Muscle gain,Weight loss,Gut health,Balanced meals,Low-calorie,High-protein",Soy,1,Regularly,5,285,200,Wallets,2,3,4,1,5,3,2,1,4,5,Unlikely,Daily,5,"Cancel-anytime,Nutrition labels,Loyalty points,Customizable,Family plans,App-based tracking,No cleanup",Maybe,Definitely,Free meals,Epigamia,None
27,Female,68925,Bangalore,Freelancer,7,19,4,Only on weekends,5,"Grocery hassle,Too tired,Not cost-effective,Don't enjoy it,Portioning issues,No skills",18.5,Partner,"Continental,Thai,North Indian,Chinese,Asian,South Indian,Keto/High-protein,Mexican",Vegan,2,"Muscle gain,High-protein,Low-carb,Diabetes-friendly,Immune boost,Sustainable eating,Weight loss",Eggs,5,Never,3,321,200,Debit Card,2,4,5,3,1,5,3,1,2,4,Maybe,On-demand,3,"Family plans,Recipe variety,Fast delivery,App-based tracking,No cleanup,Loyalty points,Easy cooking,Nutrition labels",Definitely,Maybe,Not important,None,Reusable packaging
38,Prefer not to say,42618,Pune,Part-time,9,16,1,Yes,5,"Too tired,Cleaning up,Portioning issues,No ideas,Not cost-effective",20.6,Self,"South Indian,Italian,Chinese,Thai,Keto/High-protein,Mexican,North Indian,Fusion",Eggetarian,7,"Gluten-free,Weight loss,Sustainable eating,Low-carb,Muscle gain",None,5,Never,6,190,250,UPI,3,4,1,5,2,1,4,3,5,2,Definitely,3x/week,2,"App-based tracking,Family plans,Cancel-anytime,Fast delivery,Easy cooking,Loyalty points",Maybe,Maybe,Free meals,Epigamia,More vegan options
